text,created_at,retweet_count,favorite_count,is_retweet
RT @Jim_Jordan: .@RepAdamSchiff is now scheduling 2 witnesses a day and plans to conduct those depositions simultaneously. How can Members…,10-19-2019 15:15:57,18847,0,true
Such a disgrace that the Do Nothing Democrats are doing just as their name suggests Doing Nothing! USMCA anyone?,10-19-2019 15:13:27,17723,74998,false
#StopTheCoup,10-19-2019 12:32:36,30212,102187,false
RT @ZTPetrizzo: One pro-Trump demonstrator just began hounding @EleanorNorton over the impeachment inquiry: https://t.co/FoywJXN4zi,10-19-2019 12:29:38,6851,0,true
RT @ZTPetrizzo: Feeling bad for this intern... https://t.co/7WoYCRJbvv,10-19-2019 12:28:32,5686,0,true
RT @ZTPetrizzo: Here’s the scene outside of Speaker Pelosi’s office: https://t.co/G9niU7ATzZ,10-19-2019 12:27:52,7186,0,true
RT @WomenforTrump: Today is the day we #MarchforTrump!While some may be trying to sabotage our efforts we will not be deterred. We wil…,10-19-2019 05:11:25,8437,0,true
"RT @ZTPetrizzo: Tomorrow ”Women for America First” will be marching around D.C. &amp; roaming the halls of the Capitol trying to find Pelosi S…,10-19-2019 05:11:06,5998,0,true"
Susan Rice who was a disaster to President Obama as National Security Advisor is now telling us her opinion on what to do in Syria. Remember RED LINE IN THE SAND? That was Obama. Millions killed! No thanks Susan you were a disaster.,10-19-2019 02:59:13,34386,129925,false
Pelosi and Impeachment - There have already been 3 Votes and they’ve all failed miserably. Here’s why there may not be a fourth - 137 Democrats voted against on the last vote.” @JasonChaffetz  @seanhannity  Many of those voting in favor will be beaten in 2020!,10-19-2019 02:16:38,17321,63319,false
Congressman Michael McCaul “Schiff’s inquiry defies Democracy.” @FoxNews @seanhannity,10-19-2019 02:02:46,10598,42718,false
“Because the House has already voted against the Impeachment Proceeding the current inquiry is totally invalid. The current sham of a so-called investigation is nothing more than an unconstitutional power grab. It needs to end.”  @JasonChaffetz  @seanhannity  Corrupt Adam Schiff,10-19-2019 01:57:33,18402,66748,false
Corrupt Congressman Adam Schiff is angry that Ambassadors that he thought would be good for his fraudulent Witch Hunt are turning out to be good for me - some really good! He’s got all meetings locked down no transparency only his illegal leaks. A very dishonest sleazebag!,10-19-2019 01:28:29,30161,116514,false
REPUBLICANS MUST STICK TOGETHER AND FIGHT! https://t.co/chnSNURfFx,10-18-2019 23:37:33,25133,82031,false
https://t.co/Q2ar4LZGM4,10-18-2019 23:29:05,18453,66430,false
Think of how many lives we saved in Syria and Turkey by getting a ceasefire yesterday. Thousands and thousands and maybe many more!,10-18-2019 23:25:50,19690,96323,false
https://t.co/p5imhMJqS1,10-18-2019 22:39:11,16689,64270,false
....He is also my friend! At the same time I am pleased to nominate Deputy Secretary Dan Brouillette to be the new Secretary of Energy. Dan’s experience in the sector is unparalleled. A total professional I have no doubt that Dan will do a great job!,10-18-2019 19:34:21,10702,51486,false
I want to thank Secretary of Energy Rick Perry for the outstanding job he has done. He will be leaving at the end of the year to pursue other interests. Rick was a great Governor of Texas and a great Secretary of Energy....,10-18-2019 19:34:20,13508,66656,false
Can you believe I am doing this important work for our Country and have to deal with Corrupt Adam Schiff and the Do Nothing Democrats at the same time? It was not intended to be this way for a President!,10-18-2019 15:51:42,33385,149542,false
DEFEAT TERRORISM! https://t.co/8WbnLPgWIK,10-18-2019 15:46:14,17539,68559,false
Just spoke to President @RTErdogan of Turkey. He told me there was minor sniper and mortar fire that was quickly eliminated. He very much wants the ceasefire or pause to work. Likewise the Kurds want it and the ultimate solution to happen. Too bad there wasn’t.....,10-18-2019 15:42:37,16519,68128,false
".....this thinking years ago. Instead it was always held together with very weak bandaids &amp; in an artificial manner. There is good will on both sides &amp; a really good chance for success. The U.S. has secured the Oil &amp; the ISIS Fighters are double secured by Kurds &amp; Turkey....,10-18-2019 15:42:37,11918,51925,false"
....I have just been notified that some European Nations are now willing for the first time to take the ISIS Fighters that came from their nations. This is good news but should have been done after WE captured them. Anyway big progress being made!!!!,10-18-2019 15:42:37,14244,58502,false
RT @VVFriedman: POTUS discovers a ?@LouisVuitton? bag https://t.co/MuuI2LcVpm,10-18-2019 13:11:25,5688,0,true
RT @VVFriedman: The ?@LouisVuitton Trump ? ribbon cutting. “Louis Vuitton...cost me a lot of money over the years” said the President. http…,10-18-2019 13:10:56,10189,0,true
The USA! https://t.co/Zdj3Lyo76H,10-18-2019 13:09:56,12964,57350,false
RT @VVFriedman: So here I am at the @LouisVuitton? factory with the LV cattle in the LV fields in Johnson County Texas for the POTUS ribbo…,10-18-2019 13:08:57,6412,0,true
RT @PressSec: .@LouisVuitton is one of more than 350 companies delivering on the Pledge to America’s Workers. Thank you for investing in th…,10-18-2019 13:08:23,9713,0,true
RT @DanScavino: #TrumpRallyDallas #KAG2020 https://t.co/YZ7xrj8l1h,10-18-2019 13:07:08,9272,0,true
Democrats are now the party of high taxes high crime open borders late-term abortion socialism and blatant corruption. The Republican Party is the party of the American Worker the American Family and the American Dream! #KAG2020 https://t.co/qXB198T5cM,10-18-2019 03:39:18,30987,100037,false
Tonight we forcefully condemn the blatant corruption of the Democrat Party the Fake News Media and the rogue bureaucrats of the Deep State. The only message these radicals will understand is a crushing defeat on November 3 2020! #KAG2020 https://t.co/QW1Rk99O4b,10-18-2019 03:06:57,22994,77958,false
The radical left tolerates no dissent it permits no opposition it accepts no compromise and it has absolutely no respect for the will of the American People. They are coming after me because I am fighting for YOU! #TrumpRallyDallas #KAG2020 https://t.co/OthKwS1bud,10-18-2019 02:57:07,23290,83339,false
Thank you Dallas Texas - I love you! #TrumpRallyDallas #KAG2020 https://t.co/meWpesDYeM,10-18-2019 02:26:39,20096,81498,false
Just arrived at the American Airlines Center in Dallas Texas. Will be out shortly as we wait for more of you to get in! #TRUMP2020 https://t.co/TB2baAFoBK,10-18-2019 00:21:37,23312,104723,false
See you soon Dallas Texas! https://t.co/Sg6xtp1vqQ,10-17-2019 23:22:43,13760,63938,false
RT @SarahAMatthews1: Dallas Texas crowd is getting ready for @realDonaldTrump with a little YMCA ?? https://t.co/9muhNZqGvZ,10-17-2019 23:20:47,15111,0,true
This is a great day for civilization. I am proud of the United States for sticking by me in following a necessary but somewhat unconventional path. People have been trying to make this “Deal” for many years. Millions of lives will be saved. Congratulations to ALL!,10-17-2019 18:13:15,36986,164709,false
This deal could NEVER have been made 3 days ago. There needed to be some “tough” love in order to get it done. Great for everybody. Proud of all!,10-17-2019 18:03:25,23145,110527,false
Great news out of Turkey. News Conference shortly with @VP and @SecPompeo. Thank you to @RTErdogan. Millions of lives will be saved!,10-17-2019 17:29:37,26704,103424,false
"This number based on the Economy &amp; how well our Country is doing would potentially be 75% if not for the Fake News &amp; Phony Witch Hunt. 95% Approval Rating in the Republican Party! https://t.co/GFLxcNJOkk,10-17-2019 17:02:43,17923,70657,false"
RT @GOPChairwoman: House Democrats are engaged in “Soviet style” tactics in their effort to attack @realDonaldTrump.So true @SteveScalis…,10-17-2019 15:09:09,13899,0,true
"RT @rww_gop: Voters are rejecting the Dems’ baseless obstruction &amp; socialist agenda and they’re making their voices heard loud &amp; clear. Su…,10-17-2019 15:08:35,13271,0,true"
As the Witch Hunt continues! https://t.co/klvvwSXq7M,10-17-2019 15:07:46,13538,51755,false
The Greatest Witch Hunt in American History! https://t.co/sPnloffJMT,10-17-2019 13:14:49,15621,57230,false
RT @realDonaldTrump: Years of BAD GOVERNMENT such a sorry thing to see! https://t.co/H1r2Be2YS6,10-17-2019 12:59:25,17371,0,true
"RT @realDonaldTrump: “About 500000 human beings were killed in Syria while Barack Obama was president &amp; leading for a “political settlemen…,10-17-2019 12:58:53,43546,0,true"
"RT @realDonaldTrump: I am the only person who can fight for the safety of our troops &amp; bring them home from the ridiculous &amp; costly Endless…,10-17-2019 12:58:35,38705,0,true"
My warmest condolences to the family and many friends of Congressman Elijah Cummings. I got to see first hand the strength passion and wisdom of this highly respected political leader. His work and voice on so many fronts will be very hard if not impossible to replace!,10-17-2019 12:54:55,17240,105618,false
RT @realDonaldTrump: THANK YOU WORKING HARD! https://t.co/sNUppjB4Xm,10-17-2019 12:39:03,17568,0,true
RT @realDonaldTrump: FAKE NEWS! https://t.co/ta8ii8yetP,10-17-2019 12:39:00,45819,0,true
RT @realDonaldTrump: Nancy Pelosi needs help fast! There is either something wrong with her “upstairs” or she just plain doesn’t like our…,10-17-2019 12:38:27,48787,0,true
This is the real story. Thank you Jim! https://t.co/VqJrsUJdiX,10-17-2019 11:54:12,16426,61391,false
RT @senatemajldr: Washington Democrats have been engaged in a three-year-long impeachment parade in search of a rationale. Prominent House…,10-17-2019 04:41:30,16453,0,true
RT @senatemajldr: Already House Democrats’ impeachment “inquiry” is violating norms and precedent. They are denying Republicans and Presid…,10-17-2019 04:41:26,9780,0,true
RT @senatemajldr: Speaker Pelosi is still blocking the USMCA a major trade deal that would create 176000 new American jobs. Senate Democr…,10-17-2019 04:41:22,14447,0,true
"I am the only person who can fight for the safety of our troops &amp; bring them home from the ridiculous &amp; costly Endless Wars and be scorned. Democrats always liked that position until I took it. Democrats always liked Walls until I built them. Do you see what’s happening here?,10-17-2019 04:39:26,38705,154931,false"
"“About 500000 human beings were killed in Syria while Barack Obama was president &amp; leading for a “political settlement” to that civil war. Media has been more outraged in the last 72 hours over our Syria policy than they were at any point during 7 years of slaughter.” BuckSexton,10-17-2019 04:29:31,43546,137839,false"
RT @RepThomasMassie: Congress never voted to send troops to Syria but in five minutes we will be voting on a resolution that disapproves o…,10-17-2019 04:14:08,18689,0,true
RT @SteveScalise: People all across the country should be alarmed.Pelosi and Schiff are trying to impeach @realDonaldTrump behind closed…,10-17-2019 04:12:20,26056,0,true
https://t.co/ZtCSrCqJcN,10-17-2019 02:26:47,21448,72878,false
Hope all House Republicans and honest House Democrats will vote to CENSURE Rep. Adam Schiff tomorrow for his brazen and unlawful act of fabricating (making up) a totally phony conversation with the Ukraine President and U.S. President me. Most have never seen such a thing!,10-17-2019 01:14:36,31770,114705,false
Years of BAD GOVERNMENT such a sorry thing to see! https://t.co/H1r2Be2YS6,10-17-2019 01:11:05,17312,52335,false
"“What has happened here with the Anthony Wiener laptop the Server all of the Emails between Huma Abedin and Hillary Clinton the deleted Clinton Emails - what is going on?” @LouDobbs  Joe D &amp; Victoria T!,10-17-2019 00:58:22,27668,86786,false"
THANK YOU you Dallas Texas. See you tomorrow night at the American Airlines Center! #TRUMP2020 https://t.co/fbtzlbroQi,10-17-2019 00:44:39,21170,86531,false
“This President is the most patriotic President I’ve seen in many years. He is going to do what is good for Americans.”  Congressman Brian Babin Texas. Thank you Brian!,10-17-2019 00:12:38,18654,92060,false
Nancy Pelosi needs help fast! There is either something wrong with her “upstairs” or she just plain doesn’t like our great Country. She had a total meltdown in the White House today. It was very sad to watch. Pray for her she is a very sick person!,10-17-2019 00:00:40,48667,191097,false
"RT @realDonaldTrump: 95% Approval Rating in the Republican Party. Thank you! Just won two Congressional Seats in North Carolina  &amp; a Gover…,10-16-2019 23:35:47,26415,0,true"
The Do Nothing Democrats Pelosi and Schumer stormed out of the Cabinet Room! https://t.co/hmP4FNhemv,10-16-2019 22:42:40,18247,63910,false
Nervous Nancy's unhinged meltdown! https://t.co/RDeUI7sfe7,10-16-2019 22:29:35,30886,119903,false
Do you think they like me? https://t.co/TDmUnJ8HtF,10-16-2019 22:21:51,29554,143580,false
"RT @PressSec: .@realDonaldTrump was measured &amp; decisive today. @SpeakerPelosi walking out was baffling but not surprising w NO intention of…,10-16-2019 22:21:24,20126,0,true"
I’m fighting for the American people but the Democrats’ sole focus is fighting against ME with their fraudulent Witch Hunt. Go to https://t.co/Dt42WogFxM and tell Democrats in Congress that Enough is Enough!,10-16-2019 22:19:13,22184,68211,false
FAKE NEWS! https://t.co/ta8ii8yetP,10-16-2019 21:17:07,45680,142149,false
THANK YOU WORKING HARD! https://t.co/sNUppjB4Xm,10-16-2019 21:08:16,17511,77740,false
https://t.co/O8E3i8kJwS,10-16-2019 19:33:24,14093,47658,false
"Guatemala Honduras &amp; El Salvador have all signed historic Asylum Cooperation Agreements and are working to end the scourge of human smuggling. To further accelerate this progress the U.S. will shortly be approving targeted assistance in the areas of law enforcement &amp; security.,10-16-2019 18:44:06,20211,76383,false"
"Senator Rand Paul just wrote a great book “The Case Against Socialism” which is now out. Highly recommended – as America was founded on LIBERTY &amp; INDEPENDENCE – not government coercion domination &amp; control. We were born free and will stay free as long as I am your President!,10-16-2019 18:05:43,24544,95970,false"
Republicans are totally deprived of their rights in this Impeachment Witch Hunt. No lawyers no questions no transparency! The good news is that the Radical Left Dems have No Case. It is all based on their Fraud and Fabrication!,10-16-2019 11:46:25,22252,82580,false
Our record Economy would CRASH just like in 1929 if any of those clowns became President!,10-16-2019 11:29:50,29803,131061,false
"95% Approval Rating in the Republican Party. Thank you! Just won two Congressional Seats in North Carolina  &amp; a Governors runoff in Louisiana which Republicans should now win! Because of Impeachment Fraud we will easily take back the House add in the Senate &amp; again win Pres!,10-16-2019 11:25:52,26430,106958,false"
“What is happening to President Trump with Impeachment is a Constitutional Travesty.” @GrahamLedger  The likes of which we have never seen before. It is Adam Schiff and Nancy Pelosi who should be impeached for fraud!,10-16-2019 11:14:11,20174,79624,false
"You would think there is NO WAY that any of the Democrat Candidates that we witnessed last night could possibly become President of the United States. Now you see why they have no choice but to push a totally illegal &amp; absurd Impeachment of one of the most successful Presidents!,10-16-2019 11:10:02,28127,117283,false"
We now have the greatest Economy in history! https://t.co/8fLOejOpxH,10-16-2019 03:22:00,37336,152177,false
A great group of Champions! https://t.co/A2ux83427l,10-16-2019 03:16:57,9263,44694,false
Looks good to me! https://t.co/3aHn7y3ZxI,10-16-2019 03:15:40,21873,99134,false
RT @realDonaldTrump: Just out: MEDIAN HOUSEHOLD INCOME IS AT THE HIGHEST POINT EVER EVER EVER! How about saying it this way IN THE HISTO…,10-16-2019 03:09:44,33297,0,true
RT @realDonaldTrump: Democrats are allowing no transparency at the Witch Hunt hearings. If Republicans ever did this they would be excoriat…,10-16-2019 03:09:36,23799,0,true
RT @CortesSteve: As Hispanic Heritage Month wraps up please see my interview with ?@LaraLeaTrump? about the #TrumpBoom and the benefits fo…,10-16-2019 03:08:40,4398,0,true
RT @CLewandowski_: Great new book just released by ?@RandPaul?. The Case Against Socialism - Rand Paul - Hardcover. Pick up your copy today…,10-16-2019 03:07:30,5883,0,true
"Shifty Adam Schiff wants to rest his entire case on a Whistleblower who he now says can’t testify &amp; the reason he can’t testify is that he is afraid to do so because his account of the Presidential telephone call is a fraud &amp; totally different from the actual transcribed call...,10-16-2019 02:21:54,20793,85648,false"
.... It also brings Shifty’s fraudulent MADE UP CALL which he read to the United States Congress pretending it to be the words of President Trump which they were not! Nancy Pelosi is involved in this fraud in that she confirmed his fraudulent words on @GMA and much more!,10-16-2019 02:21:54,13928,58374,false
https://t.co/Kj1LtwYSXa https://t.co/YgXImlvOYd,10-15-2019 22:34:18,12817,52660,false
The @StLouisBlues amazing comeback reminds us to never give up – and never lose faith. When you work hard support each other believe in yourself and give it everything you’ve got victory is always within reach! #STLBlues https://t.co/QeF54kqUak,10-15-2019 20:05:12,15009,65141,false
Congratulations @StLouisBlues! https://t.co/WjlWYFuiE6,10-15-2019 19:58:53,9092,39965,false
Now that we have found out that @CNN is a virtual fraud rumor has it that Jeff Zucker will be resigining momentarily?,10-15-2019 18:04:56,33822,131177,false
Join me in Dallas Texas this Thursday (October 17th) at the American Airlines Center! #KAG2020Tickets: https://t.co/DBmvgoQSTX https://t.co/cIuZfcj5EI,10-15-2019 16:41:36,16845,53008,false
Mississippi there is a VERY important election for Governor on November 5th. I need you to Get Out and Vote for our Great Republican nominee @TateReeves. Tate is strong on Crime tough on Illegal Immigration and will protect your Second Amendment....,10-15-2019 15:57:15,16439,59896,false
....He loves our Military and supports our Vets! Get out and Vote for Tate Reeves on November 5th. He has my Complete and Total Endorsement!,10-15-2019 15:57:15,11405,45934,false
Just out: MEDIAN HOUSEHOLD INCOME IS AT THE HIGHEST POINT EVER EVER EVER! How about saying it this way IN THE HISTORY OF OUR COUNTRY! Also MORE PEOPLE WORKING TODAY IN THE USA THAN AT ANY TIME IN HISTORY! Tough numbers for the Radical Left Democrats to beat! Impeach the Pres.,10-15-2019 15:32:05,33297,120117,false
Governor @MattBevin has done a wonderful job for the people of Kentucky! He continues to protect your very important Second Amendment. Matt is Strong on Crime and the Border he Loves our Great Vets and Military. Matt has my Complete and Total Endorsement and always has!,10-15-2019 15:30:39,11717,44780,false
Hunter Biden was really bad on @GMA. Now Sleepy Joe has real problems! Reminds me of Crooked Hillary and her 33000 deleted Emails not recoverable!,10-15-2019 15:14:09,19178,73940,false
Democrats are allowing no transparency at the Witch Hunt hearings. If Republicans ever did this they would be excoriated by the Fake News. Let the facts come out from the charade of people most of whom I do not know they are interviewing for 9 hours each not selective leaks.,10-15-2019 13:40:00,23799,86986,false
“Project Veritas-Obtained Undercover Videos Highlight Jeff Zucker’s (@CNN) Campaign To Destroy Trump. Videos Reveal @CNN’s BIAS!” @TuckerCarlson @FoxNews Does this sound like a good or even great lawsuit?,10-15-2019 00:51:26,28131,84454,false
"A big scandal at @ABC News. They got caught using really gruesome FAKE footage of the Turks bombing in Syria. A real disgrace. Tomorrow they will ask softball questions to Sleepy Joe Biden’s son Hunter like why did Ukraine &amp; China pay you millions when you knew nothing? Payoff?,10-15-2019 00:21:30,35933,117048,false"
Shifty Schiff now seems to think they don’t need the Whistleblower who started the whole Scam. The reason is that the Whistleblower has lost all credibility because the story is so far from the facts on the Transcript. Also the second Whistleblower is no longer even mentioned!,10-15-2019 00:17:05,27824,101740,false
Shifty Schiff now seems to think they don’t need the Whistleblower who started the whole Scam. The reason is that the Whistleblower has lost all credibility because the story is so far from the facts on the Transcrpt. Also the second Whistleblower is no longer even mentioned!,10-15-2019 00:11:12,2015,6069,false
The House gone rogue! I want to remind you a little bit about the ring leader in this whole rogue operation against the President of the United States... @MarkLevinShow https://t.co/EkXsaR9GPh,10-14-2019 22:34:04,26697,71449,false
It doesn't speak for the FULL HOUSE because the FULL HOUSE hasn't spoken. The Democrat Party is pushing this Impeachment. This is a Democrat Party Impeachment as I have been saying a silent COUP effort. @MarkLevinShow https://t.co/sA9EgI2yBL,10-14-2019 22:19:27,21288,58330,false
The Democrat Party has hijacked the House of Representatives... @MarkLevinShow https://t.co/SZhfmhzec2,10-14-2019 22:16:24,18403,51504,false
Statement from President Donald J. Trump Regarding Turkey’s Actions in Northeast Syria https://t.co/ZCQC7nzmME,10-14-2019 19:55:09,19366,56986,false
Some people want the United States to protect the 7000 mile away Border of Syria presided over by Bashar al-Assad our enemy. At the same time Syria and whoever they chose to help wants naturally to protect the Kurds....,10-14-2019 19:16:43,16506,71259,false
....I would much rather focus on our Southern Border which abuts and is part of the United States of America. And by the way numbers are way down and the WALL is being built!,10-14-2019 19:16:43,16487,74584,false
....and Assad to protect the land of our enemy? Anyone who wants to assist Syria in protecting the Kurds is good with me whether it is Russia China or Napoleon Bonaparte. I hope they all do great we are 7000 miles away!,10-14-2019 19:10:51,17873,74474,false
After defeating 100% of the ISIS Caliphate I largely moved our troops out of Syria. Let Syria and Assad protect the Kurds and fight Turkey for their own land. I said to my Generals why should we be fighting for Syria....,10-14-2019 19:10:50,20779,85957,false
“To his credit the Europeans didn't step up to deal with this ISIS problem – it’s a lot of the reason why we are in this situation today. Now Angela Merkel of Germany is finally stepping up and telling Turkey to back off....,10-14-2019 19:06:17,11732,49284,false
....Don't the Europeans have a lot of responsibility?” @KatiePavlich Thank you Katie I offered ISIS prisoners to the European countries from where they came and was rejected on numerous occasions. They probably figured that the U.S. would bear the tremendous cost as always!,10-14-2019 19:06:17,10399,42643,false
"Great new book ""Resistance (At All Costs): How Trump Haters Are Breaking America"" out by Kimberley Strassel of the Wall Street Journal. Kim has treated us fairly and for that I am very appreciative. Check it out today it is great!,10-14-2019 18:59:04,12879,50923,false"
....of the correction which they knew about full well! “Fox News Pollster Braun Research Misrepresented Impeachment Poll: Analysis” @NYPost,10-14-2019 18:56:21,9466,37101,false
The Fox Impeachment poll has turned out to be incorrect. This was announced on Friday. Despite this the Corrupt New York Times used this poll in one of its stories no mention....,10-14-2019 18:56:20,13157,50208,false
America First!,10-14-2019 17:26:24,29851,152236,false
RT @MariaBartiromo: 5G networks could be active in 2 to 3 years: Cisco CEO https://t.co/9lQf2uwwwo @MorningsMaria @FoxBusiness,10-14-2019 17:25:26,4503,0,true
Wow! Hunter Biden is being forced to leave a Chinese Company. Now watch the Fake News wrap their greasy and very protective arms around him. Only softball questions of him please!,10-14-2019 16:18:59,24566,98214,false
https://t.co/Q6NhPEz2Qv,10-14-2019 16:17:54,11353,35261,false
Will be looking into the Scott Hapgood case and the Island of Anguilla. Something looks and sounds very wrong. I know Anguilla will want to see this case be properly and justly resolved! @foxandfriends @SteveDucey  @ainsleyearhardt,10-14-2019 14:00:19,10589,42033,false
Vote for good guy @seanspicer tonight on Dancing With The Stars. He has always been there for us!,10-14-2019 12:33:39,13103,62706,false
https://t.co/09bac03RX6,10-14-2019 12:26:13,14162,41511,false
https://t.co/kDd9fzjPAh,10-14-2019 12:13:44,10043,31102,false
https://t.co/cvCBBovvFP,10-14-2019 12:13:20,12755,39787,false
Happy Columbus Day!,10-14-2019 12:06:24,21185,115313,false
The same people who got us into the Middle East mess are the people who most want to stay there!,10-14-2019 11:40:42,20853,86884,false
Brian Kilmeade over at @foxandfriends got it all wrong. We are not going into another war between people who have been fighting with each other for 200 years. Europe had a chance to get their ISIS prisoners but didn’t want the cost. “Let the USA pay” they said...,10-14-2019 11:14:09,15303,57635,false
....Kurds may be releasing some to get us involved. Easily recaptured by Turkey or European Nations from where many came but they should move quickly. Big sanctions on Turkey coming! Do people really think we should go to war with NATO Member Turkey? Never ending wars will end!,10-14-2019 11:14:09,14512,56173,false
Former Democrat Senator Harry Reid just stated that Donald Trump is very smart much more popular than people think is underestimated and will be hard to beat in the 2020 Election. Thank you Harry I agree!,10-14-2019 10:54:24,23860,114699,false
Adam Schiff now doesn’t seem to want the Whistleblower to testify. NO! Must testify to explain why he got my Ukraine conversation sooo wrong not even close. Did Schiff tell him to do that? We must determine the Whistleblower’s identity to determine WHY this was done to the USA..,10-14-2019 10:39:09,21010,79633,false
....Democrat’s game was foiled when we caught Schiff fraudulently making up my Ukraine conversation when I released the exact conversation Transcript and when Ukrainian President and the Foreign Minister said there was NO PRESSURE very normal talk! A total Impeachment Scam!,10-14-2019 10:39:09,14488,58514,false
"“The Democrats are trashing this President &amp; in the process trashing the U.S. Constitution. Frankly the American People need to wake up to the reality that the Democrats are so drunk on power that they’re willing to destroy this Constitutional Republic.” @GrahamLedger @OANN,10-14-2019 10:19:31,20294,69576,false"
RT @realDonaldTrump: “Congressman Adam Schiff who when seeing the REAL Ukraine phone call Transcript decided he’d better make up one of hi…,10-14-2019 01:05:57,21033,0,true
RT @realDonaldTrump: .....BY THE WAY DON’T CALL ME AGAIN I’LL CALL YOU WHEN YOU’VE DONE WHAT I’VE ASKED.’” A reminder that wasn’t just s…,10-14-2019 01:05:53,20291,0,true
“Serial killers get more Due Process than the Democrats give to the President of the United States.” @marklevinshow,10-14-2019 00:34:01,21667,83338,false
"Somebody please explain to Chris Wallace of Fox who will never be his father (and my friend) Mike Wallace that the Phone Conversation I had with the President of Ukraine was a congenial &amp; good one. It was only Schiff’s made up version of that conversation that was bad!,10-14-2019 00:10:14,28222,118909,false"
The U.S. has the worst of the ISIS prisoners. Turkey and the Kurds must not let them escape. Europe should have taken them back after numerous requests. They should do it now. They will never come to or be allowed in the United States!,10-13-2019 23:27:49,17802,72747,false
.@marklevinshow on @FoxNews is doing a big show tonight on the Democrat’s Impeachment Scam. 10:00 P.M. No guests just Mark. He is angry (like so many others!). At 9:00 P.M. on @FoxNews Steve Hilton is looking into the Crooked Bidens. Where’s Hunter?,10-13-2019 23:09:01,15389,55777,false
“Congressman Adam Schiff who when seeing the REAL Ukraine phone call Transcript decided he’d better make up one of his own. ‘I’m going to say this only SEVEN times so you better listen good. I want you to MAKE UP DIRT ON MY POLITICAL OPPONENT UNDERSTAND LOTS OF IT AND.....,10-13-2019 22:16:39,21033,83561,false
".....BY THE WAY DON’T CALL ME AGAIN I’LL CALL YOU WHEN YOU’VE DONE WHAT I’VE ASKED.’” A reminder that wasn’t just stupid it was FALSE.” @greggutfeld @GregGutfeldShow @FoxNews  I never said this. Schiff made it up and read it to Congress &amp; the American People. End Witch Hunt!,10-13-2019 22:16:39,20291,78182,false"
"CHINA HAS ALREADY BEGUN AGRICULTURAL PURCHASES FROM OUR GREAT PATRIOT FARMERS &amp; RANCHERS!,10-13-2019 21:50:14,20981,99436,false"
My deal with China is that they will IMMEDIATELY start buying very large quantities of our Agricultural Product not wait until the deal is signed over the next 3 or 4 weeks. THEY HAVE ALREADY STARTED! Likewise financial services and other deal aspects start preparing....,10-13-2019 21:47:19,16841,72590,false
"....I agreed not to increase Tariffs from 25% to 30% on October 15th. They will remain at 25%. The relationship with China is very good. We will finish out the large Phase One part of the deal then head directly into Phase Two. The Phase One Deal can be finalized &amp; signed soon!,10-13-2019 21:47:19,12393,53140,false"
The Democrats are going to lose a lot of House Seats because of their Fraudulent use of Impeachment. Schiff fabricated phone call a crime. Democrat Senate Seats will also be put at risk even some that were supposedly safe. Look at Louisiana last night North Carolina last week!,10-13-2019 21:22:42,19451,73634,false
Happy Birthday @USNavy! https://t.co/H0lNgAdogV,10-13-2019 17:55:41,15637,73719,false
We have become a far greater Economic Power than ever before and we are using that power for WORLD PEACE!,10-13-2019 14:32:37,27397,122233,false
Where’s Hunter? He has totally disappeared! Now looks like he has raided and scammed even more countries! Media is AWOL.,10-13-2019 14:15:55,25346,97718,false
Dealing with @LindseyGrahamSC and many members of Congress including Democrats about imposing powerful Sanctions on Turkey. Treasury is ready to go additional legislation may be sought. There is great consensus on this. Turkey has asked that it not be done. Stay tuned!,10-13-2019 13:37:43,15101,57014,false
Do you remember two years ago when Iraq was going to fight the Kurds in a different part of Syria. Many people wanted us to fight with the Kurds against Iraq who we just fought for. I said no and the Kurds left the fight twice. Now the same thing is happening with Turkey......,10-13-2019 13:09:21,18177,77078,false
.....The Kurds and Turkey have been fighting for many years. Turkey considers the PKK the worst terrorists of all. Others may want to come in and fight for one side or the other. Let them! We are monitoring the situation closely. Endless Wars!,10-13-2019 13:09:21,14601,62729,false
Very smart not to be involved in the intense fighting along the Turkish Border for a change. Those that mistakenly got us into the Middle East Wars are still pushing to fight. They have no idea what a bad decision they have made. Why are they not asking for a Declaration of War?,10-13-2019 12:57:08,19921,81196,false
The Media is not talking about the big Republican victory last night in Louisiana where a sitting Democrat Governor was forced into a runoff by not getting 50%. Big upset! Now @EddieRispone who will be a great Governor will win!,10-13-2019 12:31:29,18899,69945,false
A despicable human being! https://t.co/3KpgUuRaXU,10-13-2019 12:24:47,11903,47901,false
Congratulations to the Great State of Louisiana. A big night. You will soon have a new and wonderful Governor @EddieRispone. Your Taxes and Car Insurance Payments will go DOWN!,10-13-2019 05:11:02,15359,66319,false
RT @DevinNunes: CA Republicans tried to repeal new gas tax. Unfortunately Dem/Socialists/Media rejected it. Now we pay the price here in CA…,10-13-2019 04:33:07,18997,0,true
RT @DevinNunes: Did Mueller lie to Congress about meeting with Trump before he took the special counsel job? | Fox News ?@GreggJarrett?  ht…,10-13-2019 04:31:50,13064,0,true
RT @EricTrump: Thanks Brian! https://t.co/GnOy2Wn8kH,10-13-2019 04:31:20,11215,0,true
RT @DanScavino: https://t.co/KeCSTIVms0,10-13-2019 04:17:39,11565,0,true
